SR_NUMBER,USER_ID,SR_TYPE,SR_TYPE_DESC,PRIORITY,GROUP_ID,GROUP_TITLE,GROUP_DESC,DEPT_CODE,DEPT_NAME,DEPT_DIVISION,ADDRESS,LOCATION,NEIGHBORHOOD,ZIPCODE,NEAREST_PARCEL_NO,METHOD_RECEIVED,DATE_CREATED,TIME_RECEIVED,DATE_CLOSED,SR_STATUS,SR_STATUS_FLAG,DATE_STATUS_CHANGE,TIME_STATUS_CHANGE,DATE_LAST_UPDATE,TIME_LAST_UPDATE,PLANNED_HOURS_TOSTART_RESPONSE,PLANNED_RESPONSE_TIME,PLANNED_END_DATE,PLANNED_COMPLETION_DAYS,DATE_DISPATCHED,TIME_DISPATCHED,DATE_REVISED_COMPLETION,DATE_REVISED_COMPLETION_REASON,COLLECTION_SPECIAL_DATE,COLLECTION_DAY,COLLECTION_ROUTE,COLLECTION_DIST,TRANSFER_ALLOW,TRANSFERED_NUM_TIMES,PROPTY_CITY_OWNED_YN,PROPTY_CITY_DEPT_OWNER,STREET_NO,STREET_DIRECTION,STREET_NAME,CITY_ID,STRUCTURE_ID,FLOOR_ID,UNIT_ID,MUNITWNSHP,REQUEST_RETURN_CALL,NUM_BULKY_ITEMS,BULKY_ITEM_1,BULKY_ITEM_2,BULKY_ITEM_3,BULKY_ITEM_4,BULKY_ITEM_5,NUM_TIRES,NUM_FREONS,NUM_SOFABEDS,NUM_POTHOLES,POLICE_DISTRICT,POLICE_RPT_AREA,TRASH_RECYCLE_CART_ID,SEGIDUSNG_XREF,LATITUDE,LONGITUDE,DATE_TIME_RECEIVED,COMMUNITY_COUNCIL_NEIGHBORHOOD,HAM_PAVE_POLYGON_ID
SR10056137,WMELSON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,525 KLOTTER AV,525 KLOTTER AV - GJ1355833276,CUF,45214,9700030022,PHONE,2010 Sep 02 12:00:00 AM,8:49 AM,2010 Sep 07 12:00:00 AM,CLOSED,CLOSED,2010 Sep 07 12:00:00 AM,7:33 AM,2010 Sep 07 12:00:00 AM,7:33 AM,0,9/3/2010,2010 Sep 06 12:00:00 AM,4,,,,,,THURSDAY,33,3,Y,1,,,525,,KLOTTER AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,315,,GJ1355833276,39.12250031,-84.52962206,9/2/2010,OTR,S-HAM32169
SR10046894,JYOUNT,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,151 W 7TH ST,151 W 7TH ST - GJ1480131171,DOWNTOWN,45202,14500020422,PHONE,2010 Jul 26 12:00:00 AM,12:09 PM,2010 Aug 06 12:00:00 AM,CLOSED,CLOSED,2010 Aug 06 12:00:00 AM,1:49 PM,2010 Aug 06 12:00:00 AM,1:49 PM,0,7/27/2010,2010 Jul 30 12:00:00 AM,4,7/26/2010,12:39 PM,,,,,,,Y,2,Y,CD&P,151,W,7TH ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,9,,GJ1480131171,39.10323474,-84.51592943,7/26/2010,DOWNTOWN,S-HAM25999
SR08089284,TSEXTON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,290 LUDLOW AV,LUDLOW AV & CLIFTON AV - GJ1439535628,CUF,45220,21700500093,PHONE,2008 Dec 02 12:00:00 AM,2:37 PM,2008 Dec 04 12:00:00 AM,CLOSED,CLOSED,2008 Dec 04 12:00:00 AM,8:16 AM,2008 Dec 04 12:00:00 AM,8:16 AM,48,12/4/2008,2008 Dec 05 12:00:00 AM,3,,,,,,THURSDAY,32,3,Y,0,,,290,,LUDLOW AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,338,,GJ1439535628,39.14346393,-84.51919903,12/2/2008,CORRYVILLE - HEIGHTS,I-GJ14393562
SR09031327,JYOUNT,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2332 CLIFTON AV,CLIFTON AV & WARNER ST - GJ1440033549,CUF,45219,9500010093,PHONE,2009 Apr 10 12:00:00 AM,12:48 PM,2009 Apr 10 12:00:00 AM,CLOSED,CLOSED,2009 Apr 10 12:00:00 AM,2:39 PM,2009 Apr 10 12:00:00 AM,2:39 PM,48,4/12/2009,2009 May 10 12:00:00 AM,30,,,,,,THURSDAY,34,3,Y,0,,,"2,332",,CLIFTON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,316,,GJ1440033549,39.12475349,-84.51980769,4/10/2009,CUF,I-GJ14403355
SR09029829,DSWEETEN,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3431 VINE ST,3431 VINE ST - GJ1515535625,CUF,45220,21600420103,PHONE,2009 Apr 03 12:00:00 AM,4:20 PM,2009 Apr 06 12:00:00 AM,CLOSED,CLOSED,2009 Apr 06 12:00:00 AM,10:58 AM,2009 Apr 06 12:00:00 AM,10:58 AM,48,4/5/2009,2009 May 03 12:00:00 AM,30,,,,,,THURSDAY,35,3,Y,0,,,"3,431",,VINE ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,337,,GJ1515535625,39.14325139,-84.5104113,4/3/2009,AVONDALE,S-HAM34666
SR08061747,CCOLEMAN,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3193 VICTORY PKWY,VICTORY PKWY & GILBERT AV - GJ1764735098,WALNUT HILLS,45207,6000020022,INTERNET,2008 Aug 11 12:00:00 AM,5:16 PM,2008 Aug 13 12:00:00 AM,CLOSED,CLOSED,2008 Aug 13 12:00:00 AM,7:19 AM,2008 Aug 13 12:00:00 AM,7:19 AM,0,8/12/2008,2008 Aug 15 12:00:00 AM,4,,,,,,THURSDAY,69,1,Y,1,,,"3,193",,VICTORY PKWY,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,64,,GJ1764735098,39.13788378,-84.4817745,8/11/2008,WALNUT HILLS,I-GJ17643511
SR08053049,CALLEN,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2642 MCKINLEY AV,2642 MCKINLEY AV - GJ0855935456,WESTWOOD,45211,20800550297,PHONE,2008 Jul 17 12:00:00 AM,3:51 PM,2008 Jul 22 12:00:00 AM,CLOSED,CLOSED,2008 Jul 22 12:00:00 AM,8:00 AM,2008 Jul 22 12:00:00 AM,8:00 AM,48,7/19/2008,2008 Aug 16 12:00:00 AM,30,,,,,,FRIDAY,22,2,Y,0,,,"2,642",,MCKINLEY AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,282,,GJ0855935456,39.14333909,-84.58673711,7/17/2008,WESTWOOD,
SR08064910,TSEXTON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3615 MILLCREEK RD,3615 MILLCREEK RD - GJ1227536454,CAMP WASHINGTON,45223,19100320127,PHONE,2008 Aug 22 12:00:00 AM,7:55 AM,2008 Aug 25 12:00:00 AM,CLOSED,CLOSED,2008 Aug 25 12:00:00 AM,8:07 AM,2008 Aug 25 12:00:00 AM,8:07 AM,48,8/24/2008,2008 Aug 25 12:00:00 AM,3,,,,,,FRIDAY,40,4,Y,0,,,"3,615",,MILLCREEK RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,329,,GJ1227536454,39.15142089,-84.54345123,8/22/2008,CAMP WASHINGTON,I-GJ12273645
SR08049071,CCOLEMAN,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5005 CAMARGO RD,MADISON RD & PLAINVILLE RD - GJ2626037773,MADISONVILLE,45227,3500050098,INTERNET,2008 Jul 06 12:00:00 AM,4:21 PM,2008 Jul 07 12:00:00 AM,CLOSED,CLOSED,2008 Jul 07 12:00:00 AM,7:47 AM,2008 Jul 07 12:00:00 AM,7:47 AM,48,7/8/2008,2008 Jul 09 12:00:00 AM,3,,,,,,WEDNESDAY,13,1,Y,0,,,"5,005",,CAMARGO RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,145,,GJ2626037773,39.15977787,-84.38133199,7/6/2008,MADISONVILLE,I-GJ26223775
SR08041134,CCOLEMAN,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5005 CAMARGO RD,MADISON RD & PLAINVILLE RD - GJ2626037773,MADISONVILLE,45227,3500050098,INTERNET,2008 Jun 09 12:00:00 AM,6:03 PM,2008 Jun 11 12:00:00 AM,CLOSED,CLOSED,2008 Jun 11 12:00:00 AM,8:38 AM,2008 Jun 11 12:00:00 AM,8:38 AM,48,6/11/2008,2008 Jun 12 12:00:00 AM,3,,,,,,WEDNESDAY,13,1,Y,0,,,"5,005",,CAMARGO RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,145,,GJ2626037773,39.15977787,-84.38133199,6/9/2008,MADISONVILLE,I-GJ26223775
SR09017522,CCOLEMAN,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2155 W 8TH ST,W 8TH ST & STATE AV - GJ1157031312,LOWER PRICE HILL,45204,14900130027,PHONE,2009 Mar 07 12:00:00 AM,3:04 PM,2009 Mar 09 12:00:00 AM,CLOSED,CLOSED,2009 Mar 09 12:00:00 AM,1:46 PM,2009 Mar 09 12:00:00 AM,1:46 PM,0,3/9/2009,2009 Mar 12 12:00:00 AM,5,3/7/2009,3:21 PM,,,,MONDAY,49,4,Y,2,,,"2,155",W,8TH ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,192,,GJ1157031312,39.10530451,-84.5532114,3/7/2009,LOWER PRICE HILL,I-GJ11563131
SR09000869,TSEXTON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,290 LUDLOW AV,LUDLOW AV & CLIFTON AV - GJ1439535628,CUF,45220,21700500093,PHONE,2009 Jan 07 12:00:00 AM,7:30 AM,2009 Jan 07 12:00:00 AM,CLOSED,CLOSED,2009 Jan 07 12:00:00 AM,8:26 AM,2009 Jan 07 12:00:00 AM,8:26 AM,48,1/9/2009,2009 Jan 10 12:00:00 AM,3,,,,,,THURSDAY,32,3,Y,0,,,290,,LUDLOW AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,338,,GJ1439535628,39.14346393,-84.51919903,1/7/2009,CORRYVILLE - HEIGHTS,I-GJ14393562
SR09034591,TSEXTON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2411 BALTIMORE AV,2411 BALTIMORE AV - GJ1044336655,EAST WESTWOOD,45225,22400040009,PHONE,2009 Apr 24 12:00:00 AM,11:11 AM,2009 Apr 27 12:00:00 AM,CLOSED,CLOSED,2009 Apr 27 12:00:00 AM,7:35 AM,2009 Apr 27 12:00:00 AM,7:35 AM,0,4/24/2009,2009 Apr 27 12:00:00 AM,3,4/24/2009,11:51 AM,,,,FRIDAY,31,3,Y,1,,,"2,411",,BALTIMORE AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,313,,GJ1044336655,39.15367503,-84.5645713,4/24/2009,EAST WESTWOOD,
SR09044983,JYOUNT,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3425 MIDDLETON AV,MIDDLETON AV & SHILOH ST - GJ1412735765,CLIFTON,45220,21400050017,PHONE,2009 Jun 02 12:00:00 AM,1:16 PM,2009 Jun 02 12:00:00 AM,CLOSED,CLOSED,2009 Jun 02 12:00:00 AM,3:16 PM,2009 Jun 02 12:00:00 AM,3:16 PM,0,6/2/2009,2009 Jun 05 12:00:00 AM,3,,,,,,THURSDAY,32,3,Y,1,,,"3,425",,MIDDLETON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,346,,GJ1412735765,39.14476193,-84.52225176,6/2/2009,CLIFTON,I-GJ14123576
SR09045857,JYOUNT,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4050 ERIE CT,BROTHERTON CT & RED BANK RD - GJ2434936797,MADISONVILLE,45227,3600060279,PHONE,2009 Jun 05 12:00:00 AM,9:05 AM,2009 Jun 09 12:00:00 AM,CLOSED,CLOSED,2009 Jun 09 12:00:00 AM,10:33 AM,2009 Jun 09 12:00:00 AM,10:33 AM,0,6/5/2009,2009 Jun 08 12:00:00 AM,3,,,,,,WEDNESDAY,3,1,Y,1,,,"4,050",,ERIE CT,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,135,,GJ2434936797,39.15148911,-84.40374688,6/5/2009,MADISONVILLE,I-GJ24363678
SR07068563,VBANKS,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5975 MONTGOMERY RD,MONTGOMERY RD & LESTER RD - GJ2186140001 OM MONTGOMERY RD.FROM LESTER TO KENNEDY AVE,PLEASANT RIDGE,45213,12200040127,PHONE,2007 Sep 17 12:00:00 AM,10:29 AM,2007 Sep 19 12:00:00 AM,CLOSED,CLOSED,2007 Sep 19 12:00:00 AM,12:50 PM,2007 Sep 19 12:00:00 AM,12:50 PM,48,9/19/2007,2007 Oct 17 12:00:00 AM,30,,,,,,TUESDAY,4,2,Y,0,,,"5,975",,MONTGOMERY RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,490,,GJ2186140001,39.180957,-84.43145763,9/17/2007,PLEASANT RIDGE,I-GJ21853999
SR07063312,WMELSON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3027 MURDOCK AV,HAWTHORNE AV & MURDOCK AV - GJ1073030420,EAST PRICE HILL,45205,17700360015,PHONE,2007 Aug 23 12:00:00 AM,10:23 AM,2007 Aug 24 12:00:00 AM,CLOSED,CLOSED,2007 Aug 24 12:00:00 AM,1:21 PM,2007 Aug 24 12:00:00 AM,1:21 PM,0,8/23/2007,2007 Aug 26 12:00:00 AM,3,8/23/2007,10:35 AM,,,,MONDAY,37,3,Y,1,,,"3,027",,MURDOCK AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,219,,GJ1073030420,39.09747298,-84.56319684,8/23/2007,EAST PRICE HILL,I-GJ10733042
SR07068475,JYOUNT,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4531 READING RD,4531 READING RD - GJ1851938391,NORTH AVONDALE - PADDOCK HILLS,45229,11600020176,PHONE,2007 Sep 17 12:00:00 AM,8:21 AM,2007 Sep 19 12:00:00 AM,CLOSED,CLOSED,2007 Sep 19 12:00:00 AM,12:53 PM,2007 Sep 19 12:00:00 AM,12:53 PM,48,9/19/2007,2007 Sep 20 12:00:00 AM,3,,,,,,TUESDAY,36,3,Y,0,,,"4,531",,READING RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,388,,GJ1851938391,39.16731908,-84.47063424,9/17/2007,PADDOCK HILLS,
SR07065997,KMALONE,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3801 GLENWAY AV,GLENWAY AV & WARSAW AV - GJ0957032219,EAST PRICE HILL,45205,17400050120,PHONE,2007 Sep 05 12:00:00 AM,12:48 PM,2007 Sep 07 12:00:00 AM,CLOSED,CLOSED,2007 Sep 07 12:00:00 AM,7:38 AM,2007 Sep 07 12:00:00 AM,7:38 AM,48,9/7/2007,2007 Oct 05 12:00:00 AM,30,,,,,,MONDAY,42,4,Y,0,,,"3,801",,GLENWAY AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,226,,GJ0957032219,39.11394691,-84.5760505,9/5/2007,EAST PRICE HILL,I-GJ09583221
SR07070901,CALLEN,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5501 COLERAIN AV,W NORTH BEND RD & COLERAIN AV - GJ0982040800,MT. AIRY,45239,22800030127,PHONE,2007 Sep 26 12:00:00 AM,11:37 AM,2007 Sep 27 12:00:00 AM,CLOSED,CLOSED,2007 Sep 27 12:00:00 AM,10:17 AM,2007 Sep 27 12:00:00 AM,10:17 AM,48,9/28/2007,2007 Oct 26 12:00:00 AM,30,,,,,,FRIDAY,39,3,Y,0,,,"5,501",,COLERAIN AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,428,,GJ0982040800,39.19115072,-84.57049348,9/26/2007,MOUNT AIRY,I-GJ09814079
SR07067190,RENGRAM,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5931 RIDGE AV,PARKVIEW AV & RIDGE AV - GJ2221739956,PLEASANT RIDGE,45213,12600010053,PHONE,2007 Sep 11 12:00:00 AM,8:30 AM,2007 Sep 11 12:00:00 AM,CLOSED,CLOSED,2007 Sep 11 12:00:00 AM,8:54 AM,2007 Sep 11 12:00:00 AM,8:54 AM,0,9/11/2007,2007 Sep 14 12:00:00 AM,3,,,,,,TUESDAY,3,2,Y,1,,,"5,931",,RIDGE AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,495,,GJ2221739956,39.18046769,-84.42735812,9/11/2007,PLEASANT RIDGE,I-GJ22213995
SR07063755,CCOLEMAN,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4105 ROSE HILL AV,4105 ROSE HILL AV - GJ1732437525,NORTH AVONDALE - PADDOCK HILLS,45229,11500060052,PHONE,2007 Aug 24 12:00:00 AM,4:31 PM,2007 Aug 27 12:00:00 AM,CLOSED,CLOSED,2007 Aug 27 12:00:00 AM,8:31 AM,2007 Aug 27 12:00:00 AM,8:31 AM,48,8/26/2007,2007 Sep 23 12:00:00 AM,30,,,,,,TUESDAY,36,3,Y,0,,,"4,105",,ROSE HILL AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,383,,GJ1732437525,39.15981464,-84.48473514,8/24/2007,NORTH AVONDALE,
SR07066501,SLWHITE,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1648 APPLE HILL RD,WAYSIDE AV & APPLE HILL RD - GJ2464229593,MT. WASHINGTON,45230,400030050,PHONE,2007 Sep 07 12:00:00 AM,10:40 AM,2007 Sep 07 12:00:00 AM,CLOSED,CLOSED,2007 Sep 07 12:00:00 AM,11:43 AM,2007 Sep 07 12:00:00 AM,11:43 AM,0,9/7/2007,2007 Sep 10 12:00:00 AM,3,,,,,,WEDNESDAY,30,2,Y,1,,,"1,648",,APPLE HILL RD,ANDE,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,162,,GJ2464229593,39.08656461,-84.40274085,9/7/2007,MOUNT WASHINGTON,I-GJ24642959
SR07063071,SLWHITE,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,342 THRALL ST,342 THRALL ST - GJ1424435970,CLIFTON,45220,21500640031,PHONE,2007 Aug 22 12:00:00 AM,11:31 AM,2007 Aug 30 12:00:00 AM,CLOSED,CLOSED,2007 Aug 30 12:00:00 AM,7:44 AM,2007 Aug 30 12:00:00 AM,7:44 AM,48,8/24/2007,2007 Aug 25 12:00:00 AM,3,,,,,,THURSDAY,32,3,Y,0,,,342,,THRALL ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,5,346,,GJ1424435970,39.14658832,-84.52083004,8/22/2007,CLIFTON,
SR07069090,TSEXTON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4000 GLENWAY AV,4000 GLENWAY AV - GJ0928032261,WEST PRICE HILL,45205,17900740311,PHONE,2007 Sep 19 12:00:00 AM,8:58 AM,2007 Sep 19 12:00:00 AM,CLOSED,CLOSED,2007 Sep 19 12:00:00 AM,12:51 PM,2007 Sep 19 12:00:00 AM,12:51 PM,48,9/21/2007,2007 Sep 22 12:00:00 AM,3,,,,,,MONDAY,44,4,Y,0,,,"4,000",,GLENWAY AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,253,,GJ0928032261,39.11439515,-84.57938815,9/19/2007,WEST PRICE HILL,S-HAM02126
SR08021299,TSEXTON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3309 EUCLID AV,3309 EUCLID AV - GJ1538535367,CORRYVILLE,45220,10300010013,PHONE,2008 Mar 26 12:00:00 AM,4:14 PM,2008 Mar 27 12:00:00 AM,CLOSED,CLOSED,2008 Mar 27 12:00:00 AM,12:23 PM,2008 Mar 27 12:00:00 AM,12:23 PM,48,3/28/2008,2008 Mar 29 12:00:00 AM,3,,,,,,THURSDAY,47,4,Y,0,,,"3,309",,EUCLID AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,364,,GJ1538535367,39.14087107,-84.50783227,3/26/2008,CORRYVILLE,
SR07045208,CALLEN,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5772 PEARTON CT,5772 PEARTON CT - GJ1293141412,COLLEGE HILL,45224,23600020315,PHONE,2007 Jun 11 12:00:00 AM,1:25 PM,2007 Jun 19 12:00:00 AM,CLOSED,CLOSED,2007 Jun 19 12:00:00 AM,12:56 PM,2007 Jun 19 12:00:00 AM,12:56 PM,48,6/13/2007,2007 Jul 11 12:00:00 AM,30,,,,,,FRIDAY,14,1,Y,0,,,"5,772",,PEARTON CT,CINC,,,,,,0,,,,,,0,0,0,0,5,486,,GJ1293141412,39.19590198,-84.53431564,6/11/2007,COLLEGE HILL,
SR07046614,TSEXTON,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,6314 EDWOOD AV,6314 EDWOOD AV - GJ1256842437,COLLEGE HILL,45224,24700060037,PHONE,2007 Jun 15 12:00:00 AM,10:17 AM,2007 Jun 19 12:00:00 AM,CLOSED,CLOSED,2007 Jun 19 12:00:00 AM,1:48 PM,2007 Jun 19 12:00:00 AM,1:48 PM,48,6/17/2007,2007 Jun 18 12:00:00 AM,3,,,,,,FRIDAY,17,1,Y,0,,,"6,314",,EDWOOD AV,CINC,,,,,,0,,,,,,0,0,0,0,5,442,,GJ1256842437,39.2052156,-84.53818233,6/15/2007,COLLEGE HILL,
SR07046190,JYOUNT,CNSTRCTN,"CONSTRUCTION, STATUS",HAZARDOUS,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3655 MONTGOMERY RD,DANA AV & MONTGOMERY RD - GJ1882236059,EVANSTON,45207,5900050015,PHONE,2007 Jun 14 12:00:00 AM,11:02 AM,2007 Jun 18 12:00:00 AM,CLOSED,CLOSED,2007 Jun 18 12:00:00 AM,11:53 AM,2007 Jun 18 12:00:00 AM,11:53 AM,48,6/16/2007,2007 Jun 17 12:00:00 AM,3,,,,,,TUESDAY,34,3,Y,0,,,"3,655",,MONTGOMERY RD,CINC,,,,,,0,,,,,,0,0,0,0,2,73,,GJ1882236059,39.1462495,-84.46788167,6/14/2007,EVANSTON,I-GJ18823606
SR07036635,TSEXTON,DMGCLM,"CONSTRUCTION, DAMAGE CLAIM",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4024 JAMESTOWN ST,4024 JAMESTOWN ST - GJ0885431737,WEST PRICE HILL,45205,17900780064,PHONE,2007 May 09 12:00:00 AM,11:05 AM,2007 May 17 12:00:00 AM,CLOSED,CLOSED,2007 May 17 12:00:00 AM,11:02 AM,2007 May 17 12:00:00 AM,11:02 AM,0,5/16/2007,2007 Jun 15 12:00:00 AM,37,,,,,,MONDAY,17,1,Y,2,,,"4,024",,JAMESTOWN ST,CINC,,,,,,0,,,,,,0,0,0,0,3,249,,GJ0885431737,39.10978319,-84.58447607,5/9/2007,WEST PRICE HILL,
